date_start_utc,date_end_utc,estimated,estimated_start,start_text,medal,venue_code,description,venue_code_other,discription_other,team_1_code,team_1,team_2_code,team_2,tag,sport,sport_code,sport_url
2024-08-02T17:05:00Z,2024-08-02T17:30:00Z,False,False,,,LC1,La Concorde 1,,,,,,,3x3-basketball,Basketball 3x3,BK3,https://olympics.com/en/paris-2024/sports/3x3-basketball
2024-08-02T19:00:00Z,2024-08-02T19:25:00Z,False,False,,,LC1,La Concorde 1,,,,,,,3x3-basketball,Basketball 3x3,BK3,https://olympics.com/en/paris-2024/sports/3x3-basketball
2024-08-02T19:30:00Z,2024-08-02T19:55:00Z,False,False,,,LC1,La Concorde 1,,,,,,,3x3-basketball,Basketball 3x3,BK3,https://olympics.com/en/paris-2024/sports/3x3-basketball
2024-08-02T20:05:00Z,2024-08-02T20:30:00Z,False,False,,,LC1,La Concorde 1,,,,,,,3x3-basketball,Basketball 3x3,BK3,https://olympics.com/en/paris-2024/sports/3x3-basketball
2024-08-02T20:35:00Z,2024-08-02T21:00:00Z,False,False,,,LC1,La Concorde 1,,,,,,,3x3-basketball,Basketball 3x3,BK3,https://olympics.com/en/paris-2024/sports/3x3-basketball
2024-08-03T15:30:00Z,2024-08-03T15:55:00Z,False,False,,,LC1,La Concorde 1,,,,,,,3x3-basketball,Basketball 3x3,BK3,https://olympics.com/en/paris-2024/sports/3x3-basketball
2024-08-03T16:00:00Z,2024-08-03T16:25:00Z,False,False,,,LC1,La Concorde 1,,,,,,,3x3-basketball,Basketball 3x3,BK3,https://olympics.com/en/paris-2024/sports/3x3-basketball
2024-08-03T16:35:00Z,2024-08-03T17:00:00Z,False,False,,,LC1,La Concorde 1,,,,,,,3x3-basketball,Basketball 3x3,BK3,https://olympics.com/en/paris-2024/sports/3x3-basketball
2024-08-03T17:05:00Z,2024-08-03T17:30:00Z,False,False,,,LC1,La Concorde 1,,,,,,,3x3-basketball,Basketball 3x3,BK3,https://olympics.com/en/paris-2024/sports/3x3-basketball
2024-08-03T19:30:00Z,2024-08-03T19:55:00Z,False,False,,,LC1,La Concorde 1,,,,,,,3x3-basketball,Basketball 3x3,BK3,https://olympics.com/en/paris-2024/sports/3x3-basketball
2024-08-03T20:05:00Z,2024-08-03T20:30:00Z,False,False,,,LC1,La Concorde 1,,,,,,,3x3-basketball,Basketball 3x3,BK3,https://olympics.com/en/paris-2024/sports/3x3-basketball
2024-08-04T15:30:00Z,2024-08-04T15:55:00Z,False,False,,,LC1,La Concorde 1,,,,,,,3x3-basketball,Basketball 3x3,BK3,https://olympics.com/en/paris-2024/sports/3x3-basketball
2024-08-04T16:00:00Z,2024-08-04T16:25:00Z,False,False,,,LC1,La Concorde 1,,,,,,,3x3-basketball,Basketball 3x3,BK3,https://olympics.com/en/paris-2024/sports/3x3-basketball
2024-08-04T16:35:00Z,2024-08-04T17:00:00Z,False,False,,,LC1,La Concorde 1,,,,,,,3x3-basketball,Basketball 3x3,BK3,https://olympics.com/en/paris-2024/sports/3x3-basketball
2024-08-04T17:05:00Z,2024-08-04T17:30:00Z,False,False,,,LC1,La Concorde 1,,,,,,,3x3-basketball,Basketball 3x3,BK3,https://olympics.com/en/paris-2024/sports/3x3-basketball
2024-08-04T19:30:00Z,2024-08-04T19:55:00Z,False,False,,,LC1,La Concorde 1,,,,,,,3x3-basketball,Basketball 3x3,BK3,https://olympics.com/en/paris-2024/sports/3x3-basketball
2024-08-04T20:05:00Z,2024-08-04T20:30:00Z,False,False,,,LC1,La Concorde 1,,,,,,,3x3-basketball,Basketball 3x3,BK3,https://olympics.com/en/paris-2024/sports/3x3-basketball
2024-08-05T15:30:00Z,2024-08-05T16:00:00Z,False,False,,,LC1,La Concorde 1,,,,,,,3x3-basketball,Basketball 3x3,BK3,https://olympics.com/en/paris-2024/sports/3x3-basketball
2024-08-05T16:00:00Z,2024-08-05T16:30:00Z,False,False,,,LC1,La Concorde 1,,,,,,,3x3-basketball,Basketball 3x3,BK3,https://olympics.com/en/paris-2024/sports/3x3-basketball
2024-08-05T16:30:00Z,2024-08-05T17:00:00Z,False,False,,,LC1,La Concorde 1,,,,,,,3x3-basketball,Basketball 3x3,BK3,https://olympics.com/en/paris-2024/sports/3x3-basketball
2024-08-05T17:00:00Z,2024-08-05T17:30:00Z,False,False,,,LC1,La Concorde 1,,,,,,,3x3-basketball,Basketball 3x3,BK3,https://olympics.com/en/paris-2024/sports/3x3-basketball
2024-08-05T19:00:00Z,2024-08-05T19:30:00Z,False,False,,3,LC1,La Concorde 1,,,,,,,3x3-basketball,Basketball 3x3,BK3,https://olympics.com/en/paris-2024/sports/3x3-basketball
2024-08-05T19:30:00Z,2024-08-05T20:00:00Z,False,False,,3,LC1,La Concorde 1,,,,,,,3x3-basketball,Basketball 3x3,BK3,https://olympics.com/en/paris-2024/sports/3x3-basketball
2024-08-05T20:05:00Z,2024-08-05T20:35:00Z,False,False,,1,LC1,La Concorde 1,,,,,,,3x3-basketball,Basketball 3x3,BK3,https://olympics.com/en/paris-2024/sports/3x3-basketball
2024-08-05T20:35:00Z,2024-08-05T21:05:00Z,False,False,,1,LC1,La Concorde 1,,,,,,,3x3-basketball,Basketball 3x3,BK3,https://olympics.com/en/paris-2024/sports/3x3-basketball
2024-07-27T12:00:00Z,2024-07-27T13:00:00Z,False,False,,,EIF,Eiffel Tower Stadium,,,,,,,beach-volleyball,Beach Volleyball,VBV,https://olympics.com/en/paris-2024/sports/beach-volleyball
2024-07-27T13:00:00Z,2024-07-27T14:00:00Z,False,False,,,EIF,Eiffel Tower Stadium,,,,,,,beach-volleyball,Beach Volleyball,VBV,https://olympics.com/en/paris-2024/sports/beach-volleyball
2024-07-27T16:00:00Z,2024-07-27T17:00:00Z,False,False,,,EIF,Eiffel Tower Stadium,,,,,,,beach-volleyball,Beach Volleyball,VBV,https://olympics.com/en/paris-2024/sports/beach-volleyball
2024-07-27T17:00:00Z,2024-07-27T18:00:00Z,False,False,,,EIF,Eiffel Tower Stadium,,,,,,,beach-volleyball,Beach Volleyball,VBV,https://olympics.com/en/paris-2024/sports/beach-volleyball
2024-07-27T20:00:00Z,2024-07-27T21:00:00Z,False,False,,,EIF,Eiffel Tower Stadium,,,,,,,beach-volleyball,Beach Volleyball,VBV,https://olympics.com/en/paris-2024/sports/beach-volleyball
2024-07-27T21:00:00Z,2024-07-27T22:00:00Z,False,False,,,EIF,Eiffel Tower Stadium,,,,,,,beach-volleyball,Beach Volleyball,VBV,https://olympics.com/en/paris-2024/sports/beach-volleyball
2024-07-28T07:00:00Z,2024-07-28T08:00:00Z,False,False,,,EIF,Eiffel Tower Stadium,,,,,,,beach-volleyball,Beach Volleyball,VBV,https://olympics.com/en/paris-2024/sports/beach-volleyball
2024-07-28T08:00:00Z,2024-07-28T09:00:00Z,False,False,,,EIF,Eiffel Tower Stadium,,,,,,,beach-volleyball,Beach Volleyball,VBV,https://olympics.com/en/paris-2024/sports/beach-volleyball
2024-07-28T09:00:00Z,2024-07-28T10:00:00Z,False,False,,,EIF,Eiffel Tower Stadium,,,,,,,beach-volleyball,Beach Volleyball,VBV,https://olympics.com/en/paris-2024/sports/beach-volleyball
2024-07-28T10:00:00Z,2024-07-28T11:00:00Z,False,False,,,EIF,Eiffel Tower Stadium,,,,,,,beach-volleyball,Beach Volleyball,VBV,https://olympics.com/en/paris-2024/sports/beach-volleyball
2024-07-28T13:00:00Z,2024-07-28T14:00:00Z,False,False,,,EIF,Eiffel Tower Stadium,,,,,,,beach-volleyball,Beach Volleyball,VBV,https://olympics.com/en/paris-2024/sports/beach-volleyball
2024-07-28T14:00:00Z,2024-07-28T15:00:00Z,False,False,,,EIF,Eiffel Tower Stadium,,,,,,,beach-volleyball,Beach Volleyball,VBV,https://olympics.com/en/paris-2024/sports/beach-volleyball
2024-07-28T15:00:00Z,2024-07-28T16:00:00Z,False,False,,,EIF,Eiffel Tower Stadium,,,,,,,beach-volleyball,Beach Volleyball,VBV,https://olympics.com/en/paris-2024/sports/beach-volleyball
2024-07-28T18:00:00Z,2024-07-28T19:00:00Z,False,False,,,EIF,Eiffel Tower Stadium,,,,,,,beach-volleyball,Beach Volleyball,VBV,https://olympics.com/en/paris-2024/sports/beach-volleyball
2024-07-28T19:00:00Z,2024-07-28T20:00:00Z,False,False,,,EIF,Eiffel Tower Stadium,,,,,,,beach-volleyball,Beach Volleyball,VBV,https://olympics.com/en/paris-2024/sports/beach-volleyball
2024-07-28T20:00:00Z,2024-07-28T21:00:00Z,False,False,,,EIF,Eiffel Tower Stadium,,,,,,,beach-volleyball,Beach Volleyball,VBV,https://olympics.com/en/paris-2024/sports/beach-volleyball
2024-07-29T07:00:00Z,2024-07-29T08:00:00Z,False,False,,,EIF,Eiffel Tower Stadium,,,,,,,beach-volleyball,Beach Volleyball,VBV,https://olympics.com/en/paris-2024/sports/beach-volleyball
2024-07-29T08:00:00Z,2024-07-29T09:00:00Z,False,False,,,EIF,Eiffel Tower Stadium,,,,,,,beach-volleyball,Beach Volleyball,VBV,https://olympics.com/en/paris-2024/sports/beach-volleyball
2024-07-29T09:00:00Z,2024-07-29T10:00:00Z,False,False,,,EIF,Eiffel Tower Stadium,,,,,,,beach-volleyball,Beach Volleyball,VBV,https://olympics.com/en/paris-2024/sports/beach-volleyball
2024-07-29T10:00:00Z,2024-07-29T11:00:00Z,False,False,,,EIF,Eiffel Tower Stadium,,,,,,,beach-volleyball,Beach Volleyball,VBV,https://olympics.com/en/paris-2024/sports/beach-volleyball
2024-07-29T13:00:00Z,2024-07-29T14:00:00Z,False,False,,,EIF,Eiffel Tower Stadium,,,,,,,beach-volleyball,Beach Volleyball,VBV,https://olympics.com/en/paris-2024/sports/beach-volleyball
2024-07-29T14:00:00Z,2024-07-29T15:00:00Z,False,False,,,EIF,Eiffel Tower Stadium,,,,,,,beach-volleyball,Beach Volleyball,VBV,https://olympics.com/en/paris-2024/sports/beach-volleyball
2024-07-29T15:00:00Z,2024-07-29T16:00:00Z,False,False,,,EIF,Eiffel Tower Stadium,,,,,,,beach-volleyball,Beach Volleyball,VBV,https://olympics.com/en/paris-2024/sports/beach-volleyball
2024-07-29T18:00:00Z,2024-07-29T19:00:00Z,False,False,,,EIF,Eiffel Tower Stadium,,,,,,,beach-volleyball,Beach Volleyball,VBV,https://olympics.com/en/paris-2024/sports/beach-volleyball
2024-07-29T19:00:00Z,2024-07-29T20:00:00Z,False,False,,,EIF,Eiffel Tower Stadium,,,,,,,beach-volleyball,Beach Volleyball,VBV,https://olympics.com/en/paris-2024/sports/beach-volleyball
2024-07-29T20:00:00Z,2024-07-29T21:00:00Z,False,False,,,EIF,Eiffel Tower Stadium,,,,,,,beach-volleyball,Beach Volleyball,VBV,https://olympics.com/en/paris-2024/sports/beach-volleyball
2024-07-30T07:00:00Z,2024-07-30T08:00:00Z,False,False,,,EIF,Eiffel Tower Stadium,,,,,,,beach-volleyball,Beach Volleyball,VBV,https://olympics.com/en/paris-2024/sports/beach-volleyball
2024-07-30T08:00:00Z,2024-07-30T09:00:00Z,False,False,,,EIF,Eiffel Tower Stadium,,,,,,,beach-volleyball,Beach Volleyball,VBV,https://olympics.com/en/paris-2024/sports/beach-volleyball
2024-07-30T09:00:00Z,2024-07-30T10:00:00Z,False,False,,,EIF,Eiffel Tower Stadium,,,,,,,beach-volleyball,Beach Volleyball,VBV,https://olympics.com/en/paris-2024/sports/beach-volleyball
2024-07-30T10:00:00Z,2024-07-30T11:00:00Z,False,False,,,EIF,Eiffel Tower Stadium,,,,,,,beach-volleyball,Beach Volleyball,VBV,https://olympics.com/en/paris-2024/sports/beach-volleyball
2024-07-30T13:00:00Z,2024-07-30T14:00:00Z,False,False,,,EIF,Eiffel Tower Stadium,,,,,,,beach-volleyball,Beach Volleyball,VBV,https://olympics.com/en/paris-2024/sports/beach-volleyball
2024-07-30T14:00:00Z,2024-07-30T15:00:00Z,False,False,,,EIF,Eiffel Tower Stadium,,,,,,,beach-volleyball,Beach Volleyball,VBV,https://olympics.com/en/paris-2024/sports/beach-volleyball
2024-07-30T15:00:00Z,2024-07-30T16:00:00Z,False,False,,,EIF,Eiffel Tower Stadium,,,,,,,beach-volleyball,Beach Volleyball,VBV,https://olympics.com/en/paris-2024/sports/beach-volleyball
2024-07-30T18:00:00Z,2024-07-30T19:00:00Z,False,False,,,EIF,Eiffel Tower Stadium,,,,,,,beach-volleyball,Beach Volleyball,VBV,https://olympics.com/en/paris-2024/sports/beach-volleyball
2024-07-30T19:00:00Z,2024-07-30T20:00:00Z,False,False,,,EIF,Eiffel Tower Stadium,,,,,,,beach-volleyball,Beach Volleyball,VBV,https://olympics.com/en/paris-2024/sports/beach-volleyball
2024-07-30T20:00:00Z,2024-07-30T21:00:00Z,False,False,,,EIF,Eiffel Tower Stadium,,,,,,,beach-volleyball,Beach Volleyball,VBV,https://olympics.com/en/paris-2024/sports/beach-volleyball
2024-07-31T07:00:00Z,2024-07-31T08:00:00Z,False,False,,,EIF,Eiffel Tower Stadium,,,,,,,beach-volleyball,Beach Volleyball,VBV,https://olympics.com/en/paris-2024/sports/beach-volleyball
2024-07-31T08:00:00Z,2024-07-31T09:00:00Z,False,False,,,EIF,Eiffel Tower Stadium,,,,,,,beach-volleyball,Beach Volleyball,VBV,https://olympics.com/en/paris-2024/sports/beach-volleyball
2024-07-31T09:00:00Z,2024-07-31T10:00:00Z,False,False,,,EIF,Eiffel Tower Stadium,,,,,,,beach-volleyball,Beach Volleyball,VBV,https://olympics.com/en/paris-2024/sports/beach-volleyball
2024-07-31T10:00:00Z,2024-07-31T11:00:00Z,False,False,,,EIF,Eiffel Tower Stadium,,,,,,,beach-volleyball,Beach Volleyball,VBV,https://olympics.com/en/paris-2024/sports/beach-volleyball
2024-07-31T13:00:00Z,2024-07-31T14:00:00Z,False,False,,,EIF,Eiffel Tower Stadium,,,,,,,beach-volleyball,Beach Volleyball,VBV,https://olympics.com/en/paris-2024/sports/beach-volleyball
2024-07-31T14:00:00Z,2024-07-31T15:00:00Z,False,False,,,EIF,Eiffel Tower Stadium,,,,,,,beach-volleyball,Beach Volleyball,VBV,https://olympics.com/en/paris-2024/sports/beach-volleyball
2024-07-31T15:00:00Z,2024-07-31T16:00:00Z,False,False,,,EIF,Eiffel Tower Stadium,,,,,,,beach-volleyball,Beach Volleyball,VBV,https://olympics.com/en/paris-2024/sports/beach-volleyball
2024-07-31T18:00:00Z,2024-07-31T19:00:00Z,False,False,,,EIF,Eiffel Tower Stadium,,,,,,,beach-volleyball,Beach Volleyball,VBV,https://olympics.com/en/paris-2024/sports/beach-volleyball
2024-07-31T19:00:00Z,2024-07-31T20:00:00Z,False,False,,,EIF,Eiffel Tower Stadium,,,,,,,beach-volleyball,Beach Volleyball,VBV,https://olympics.com/en/paris-2024/sports/beach-volleyball
2024-07-31T20:00:00Z,2024-07-31T21:00:00Z,False,False,,,EIF,Eiffel Tower Stadium,,,,,,,beach-volleyball,Beach Volleyball,VBV,https://olympics.com/en/paris-2024/sports/beach-volleyball
2024-08-01T07:00:00Z,2024-08-01T08:00:00Z,False,False,,,EIF,Eiffel Tower Stadium,,,,,,,beach-volleyball,Beach Volleyball,VBV,https://olympics.com/en/paris-2024/sports/beach-volleyball
2024-08-01T08:00:00Z,2024-08-01T09:00:00Z,False,False,,,EIF,Eiffel Tower Stadium,,,,,,,beach-volleyball,Beach Volleyball,VBV,https://olympics.com/en/paris-2024/sports/beach-volleyball
2024-08-01T09:00:00Z,2024-08-01T10:00:00Z,False,False,,,EIF,Eiffel Tower Stadium,,,,,,,beach-volleyball,Beach Volleyball,VBV,https://olympics.com/en/paris-2024/sports/beach-volleyball
2024-08-01T10:00:00Z,2024-08-01T11:00:00Z,False,False,,,EIF,Eiffel Tower Stadium,,,,,,,beach-volleyball,Beach Volleyball,VBV,https://olympics.com/en/paris-2024/sports/beach-volleyball
2024-08-01T13:00:00Z,2024-08-01T14:00:00Z,False,False,,,EIF,Eiffel Tower Stadium,,,,,,,beach-volleyball,Beach Volleyball,VBV,https://olympics.com/en/paris-2024/sports/beach-volleyball
2024-08-01T14:00:00Z,2024-08-01T15:00:00Z,False,False,,,EIF,Eiffel Tower Stadium,,,,,,,beach-volleyball,Beach Volleyball,VBV,https://olympics.com/en/paris-2024/sports/beach-volleyball
2024-08-01T15:00:00Z,2024-08-01T16:00:00Z,False,False,,,EIF,Eiffel Tower Stadium,,,,,,,beach-volleyball,Beach Volleyball,VBV,https://olympics.com/en/paris-2024/sports/beach-volleyball
2024-08-01T18:00:00Z,2024-08-01T19:00:00Z,False,False,,,EIF,Eiffel Tower Stadium,,,,,,,beach-volleyball,Beach Volleyball,VBV,https://olympics.com/en/paris-2024/sports/beach-volleyball
2024-08-01T19:00:00Z,2024-08-01T20:00:00Z,False,False,,,EIF,Eiffel Tower Stadium,,,,,,,beach-volleyball,Beach Volleyball,VBV,https://olympics.com/en/paris-2024/sports/beach-volleyball
2024-08-01T20:00:00Z,2024-08-01T21:00:00Z,False,False,,,EIF,Eiffel Tower Stadium,,,,,,,beach-volleyball,Beach Volleyball,VBV,https://olympics.com/en/paris-2024/sports/beach-volleyball
2024-08-02T07:00:00Z,2024-08-02T08:00:00Z,False,False,,,EIF,Eiffel Tower Stadium,,,,,,,beach-volleyball,Beach Volleyball,VBV,https://olympics.com/en/paris-2024/sports/beach-volleyball
2024-08-02T08:00:00Z,2024-08-02T09:00:00Z,False,False,,,EIF,Eiffel Tower Stadium,,,,,,,beach-volleyball,Beach Volleyball,VBV,https://olympics.com/en/paris-2024/sports/beach-volleyball
2024-08-02T09:00:00Z,2024-08-02T10:00:00Z,False,False,,,EIF,Eiffel Tower Stadium,,,,,,,beach-volleyball,Beach Volleyball,VBV,https://olympics.com/en/paris-2024/sports/beach-volleyball
2024-08-02T10:00:00Z,2024-08-02T11:00:00Z,False,False,,,EIF,Eiffel Tower Stadium,,,,,,,beach-volleyball,Beach Volleyball,VBV,https://olympics.com/en/paris-2024/sports/beach-volleyball
2024-08-02T13:00:00Z,2024-08-02T14:00:00Z,False,False,,,EIF,Eiffel Tower Stadium,,,,,,,beach-volleyball,Beach Volleyball,VBV,https://olympics.com/en/paris-2024/sports/beach-volleyball
2024-08-02T14:00:00Z,2024-08-02T15:00:00Z,False,False,,,EIF,Eiffel Tower Stadium,,,,,,,beach-volleyball,Beach Volleyball,VBV,https://olympics.com/en/paris-2024/sports/beach-volleyball
2024-08-02T15:00:00Z,2024-08-02T16:00:00Z,False,False,,,EIF,Eiffel Tower Stadium,,,,,,,beach-volleyball,Beach Volleyball,VBV,https://olympics.com/en/paris-2024/sports/beach-volleyball
2024-08-02T18:00:00Z,2024-08-02T19:00:00Z,False,False,,,EIF,Eiffel Tower Stadium,,,,,,,beach-volleyball,Beach Volleyball,VBV,https://olympics.com/en/paris-2024/sports/beach-volleyball
2024-08-02T19:00:00Z,2024-08-02T20:00:00Z,False,False,,,EIF,Eiffel Tower Stadium,,,,,,,beach-volleyball,Beach Volleyball,VBV,https://olympics.com/en/paris-2024/sports/beach-volleyball
2024-08-02T20:00:00Z,2024-08-02T21:00:00Z,False,False,,,EIF,Eiffel Tower Stadium,,,,,,,beach-volleyball,Beach Volleyball,VBV,https://olympics.com/en/paris-2024/sports/beach-volleyball
2024-08-03T07:00:00Z,2024-08-03T08:00:00Z,False,False,,,EIF,Eiffel Tower Stadium,,,,,,,beach-volleyball,Beach Volleyball,VBV,https://olympics.com/en/paris-2024/sports/beach-volleyball
2024-08-03T08:00:00Z,2024-08-03T09:00:00Z,False,False,,,EIF,Eiffel Tower Stadium,,,,,,,beach-volleyball,Beach Volleyball,VBV,https://olympics.com/en/paris-2024/sports/beach-volleyball
2024-08-03T09:00:00Z,2024-08-03T10:00:00Z,False,False,,,EIF,Eiffel Tower Stadium,,,,,,,beach-volleyball,Beach Volleyball,VBV,https://olympics.com/en/paris-2024/sports/beach-volleyball
2024-08-03T10:00:00Z,2024-08-03T11:00:00Z,False,False,,,EIF,Eiffel Tower Stadium,,,,,,,beach-volleyball,Beach Volleyball,VBV,https://olympics.com/en/paris-2024/sports/beach-volleyball
2024-08-03T14:00:00Z,2024-08-03T15:00:00Z,False,False,,,EIF,Eiffel Tower Stadium,,,,,,,beach-volleyball,Beach Volleyball,VBV,https://olympics.com/en/paris-2024/sports/beach-volleyball
2024-08-03T15:00:00Z,2024-08-03T16:00:00Z,False,False,,,EIF,Eiffel Tower Stadium,,,,,,,beach-volleyball,Beach Volleyball,VBV,https://olympics.com/en/paris-2024/sports/beach-volleyball
2024-08-03T16:00:00Z,2024-08-03T17:00:00Z,False,False,,,EIF,Eiffel Tower Stadium,,,,,,,beach-volleyball,Beach Volleyball,VBV,https://olympics.com/en/paris-2024/sports/beach-volleyball
2024-08-03T19:00:00Z,2024-08-03T20:00:00Z,False,False,,,EIF,Eiffel Tower Stadium,,,,,,,beach-volleyball,Beach Volleyball,VBV,https://olympics.com/en/paris-2024/sports/beach-volleyball
2024-08-03T20:00:00Z,2024-08-03T21:00:00Z,False,False,,,EIF,Eiffel Tower Stadium,,,,,,,beach-volleyball,Beach Volleyball,VBV,https://olympics.com/en/paris-2024/sports/beach-volleyball
2024-08-03T21:00:00Z,2024-08-03T22:00:00Z,False,False,,,EIF,Eiffel Tower Stadium,,,,,,,beach-volleyball,Beach Volleyball,VBV,https://olympics.com/en/paris-2024/sports/beach-volleyball
2024-08-04T07:00:00Z,2024-08-04T08:00:00Z,False,False,,,EIF,Eiffel Tower Stadium,,,,,,,beach-volleyball,Beach Volleyball,VBV,https://olympics.com/en/paris-2024/sports/beach-volleyball
2024-08-04T08:00:00Z,2024-08-04T09:00:00Z,False,False,,,EIF,Eiffel Tower Stadium,,,,,,,beach-volleyball,Beach Volleyball,VBV,https://olympics.com/en/paris-2024/sports/beach-volleyball
2024-08-04T11:00:00Z,2024-08-04T12:00:00Z,False,False,,,EIF,Eiffel Tower Stadium,,,,,,,beach-volleyball,Beach Volleyball,VBV,https://olympics.com/en/paris-2024/sports/beach-volleyball
2024-08-04T12:00:00Z,2024-08-04T13:00:00Z,False,False,,,EIF,Eiffel Tower Stadium,,,,,,,beach-volleyball,Beach Volleyball,VBV,https://olympics.com/en/paris-2024/sports/beach-volleyball
2024-08-04T15:00:00Z,2024-08-04T16:00:00Z,False,False,,,EIF,Eiffel Tower Stadium,,,,,,,beach-volleyball,Beach Volleyball,VBV,https://olympics.com/en/paris-2024/sports/beach-volleyball
2024-08-04T16:00:00Z,2024-08-04T17:00:00Z,False,False,,,EIF,Eiffel Tower Stadium,,,,,,,beach-volleyball,Beach Volleyball,VBV,https://olympics.com/en/paris-2024/sports/beach-volleyball
2024-08-04T19:00:00Z,2024-08-04T20:00:00Z,False,False,,,EIF,Eiffel Tower Stadium,,,,,,,beach-volleyball,Beach Volleyball,VBV,https://olympics.com/en/paris-2024/sports/beach-volleyball
2024-08-04T20:00:00Z,2024-08-04T21:00:00Z,False,False,,,EIF,Eiffel Tower Stadium,,,,,,,beach-volleyball,Beach Volleyball,VBV,https://olympics.com/en/paris-2024/sports/beach-volleyball
2024-08-05T07:00:00Z,2024-08-05T08:00:00Z,False,False,,,EIF,Eiffel Tower Stadium,,,,,,,beach-volleyball,Beach Volleyball,VBV,https://olympics.com/en/paris-2024/sports/beach-volleyball
2024-08-05T08:00:00Z,2024-08-05T09:00:00Z,False,False,,,EIF,Eiffel Tower Stadium,,,,,,,beach-volleyball,Beach Volleyball,VBV,https://olympics.com/en/paris-2024/sports/beach-volleyball
2024-08-05T11:00:00Z,2024-08-05T12:00:00Z,False,False,,,EIF,Eiffel Tower Stadium,,,,,,,beach-volleyball,Beach Volleyball,VBV,https://olympics.com/en/paris-2024/sports/beach-volleyball
2024-08-05T12:00:00Z,2024-08-05T13:00:00Z,False,False,,,EIF,Eiffel Tower Stadium,,,,,,,beach-volleyball,Beach Volleyball,VBV,https://olympics.com/en/paris-2024/sports/beach-volleyball
2024-08-05T15:00:00Z,2024-08-05T16:00:00Z,False,False,,,EIF,Eiffel Tower Stadium,,,,,,,beach-volleyball,Beach Volleyball,VBV,https://olympics.com/en/paris-2024/sports/beach-volleyball
2024-08-05T16:00:00Z,2024-08-05T17:00:00Z,False,False,,,EIF,Eiffel Tower Stadium,,,,,,,beach-volleyball,Beach Volleyball,VBV,https://olympics.com/en/paris-2024/sports/beach-volleyball
2024-08-05T19:00:00Z,2024-08-05T20:00:00Z,False,False,,,EIF,Eiffel Tower Stadium,,,,,,,beach-volleyball,Beach Volleyball,VBV,https://olympics.com/en/paris-2024/sports/beach-volleyball
2024-08-05T20:00:00Z,2024-08-05T21:00:00Z,False,False,,,EIF,Eiffel Tower Stadium,,,,,,,beach-volleyball,Beach Volleyball,VBV,https://olympics.com/en/paris-2024/sports/beach-volleyball
2024-08-06T15:00:00Z,2024-08-06T16:00:00Z,False,False,,,EIF,Eiffel Tower Stadium,,,,,,,beach-volleyball,Beach Volleyball,VBV,https://olympics.com/en/paris-2024/sports/beach-volleyball
2024-08-06T16:00:00Z,2024-08-06T17:00:00Z,False,False,,,EIF,Eiffel Tower Stadium,,,,,,,beach-volleyball,Beach Volleyball,VBV,https://olympics.com/en/paris-2024/sports/beach-volleyball
2024-08-06T19:00:00Z,2024-08-06T20:00:00Z,False,False,,,EIF,Eiffel Tower Stadium,,,,,,,beach-volleyball,Beach Volleyball,VBV,https://olympics.com/en/paris-2024/sports/beach-volleyball
2024-08-06T20:00:00Z,2024-08-06T21:00:00Z,False,False,,,EIF,Eiffel Tower Stadium,,,,,,,beach-volleyball,Beach Volleyball,VBV,https://olympics.com/en/paris-2024/sports/beach-volleyball
2024-08-07T15:00:00Z,2024-08-07T16:00:00Z,False,False,,,EIF,Eiffel Tower Stadium,,,,,,,beach-volleyball,Beach Volleyball,VBV,https://olympics.com/en/paris-2024/sports/beach-volleyball
2024-08-07T16:00:00Z,2024-08-07T17:00:00Z,False,False,,,EIF,Eiffel Tower Stadium,,,,,,,beach-volleyball,Beach Volleyball,VBV,https://olympics.com/en/paris-2024/sports/beach-volleyball
2024-08-07T19:00:00Z,2024-08-07T20:00:00Z,False,False,,,EIF,Eiffel Tower Stadium,,,,,,,beach-volleyball,Beach Volleyball,VBV,https://olympics.com/en/paris-2024/sports/beach-volleyball
2024-08-07T20:00:00Z,2024-08-07T21:00:00Z,False,False,,,EIF,Eiffel Tower Stadium,,,,,,,beach-volleyball,Beach Volleyball,VBV,https://olympics.com/en/paris-2024/sports/beach-volleyball
2024-08-08T15:00:00Z,2024-08-08T16:00:00Z,False,False,,,EIF,Eiffel Tower Stadium,,,,,,,beach-volleyball,Beach Volleyball,VBV,https://olympics.com/en/paris-2024/sports/beach-volleyball
2024-08-08T16:00:00Z,2024-08-08T17:00:00Z,False,False,,,EIF,Eiffel Tower Stadium,,,,,,,beach-volleyball,Beach Volleyball,VBV,https://olympics.com/en/paris-2024/sports/beach-volleyball
2024-08-08T19:00:00Z,2024-08-08T20:00:00Z,False,False,,,EIF,Eiffel Tower Stadium,,,,,,,beach-volleyball,Beach Volleyball,VBV,https://olympics.com/en/paris-2024/sports/beach-volleyball
2024-08-08T20:00:00Z,2024-08-08T21:00:00Z,False,False,,,EIF,Eiffel Tower Stadium,,,,,,,beach-volleyball,Beach Volleyball,VBV,https://olympics.com/en/paris-2024/sports/beach-volleyball
2024-08-09T19:00:00Z,2024-08-09T20:00:00Z,False,False,,3,EIF,Eiffel Tower Stadium,,,,,,,beach-volleyball,Beach Volleyball,VBV,https://olympics.com/en/paris-2024/sports/beach-volleyball
2024-08-09T20:30:00Z,2024-08-09T21:30:00Z,False,False,,1,EIF,Eiffel Tower Stadium,,,,,,,beach-volleyball,Beach Volleyball,VBV,https://olympics.com/en/paris-2024/sports/beach-volleyball
