code,team,team_gender,country,country_full,country_code,discipline,disciplines_code,events,athletes,coaches,athletes_codes,num_athletes,coaches_codes,num_coaches
T176255250242,Great Britain,X,Great Britain,Great Britain,GBR,Swimming,SWM,,"['DAWSON Kathleen', 'PEATY Adam', 'GUY James', 'HOPKIN Anna']",,"['1903545', '1956469', '1903552', '1903557']",4.0,,
T177095146045,CARRINGTON Lisa / REGAL Caitlin,W,New Zealand,New Zealand,NZL,Canoe Sprint,CSP,Women's Kayak Double 500m,"['CARRINGTON Lisa', 'REGAL Caitlin']",,"['1945383', 'A001200075195']",2.0,,
T177099104150,United States of America,M,United States,United States of America,USA,Swimming,SWM,,"['BERKOFF David', 'der SCHROE Richard', 'di BION Matt', 'JACOBS Christopher']",,"['A165053232085', 'A056161156061', 'A151014095024', 'A083019243050']",4.0,,
T177131070058,Great Britain,X,Great Britain,Great Britain,GBR,Swimming,SWM,,"['WALKER-HEBBORN Chris', 'PEATY Adam', ""O'CONNOR Siobhan"", 'HALSALL Fran']",,"['A078080204160', '1956469', 'A175094106066', 'A017172023054']",4.0,,
T177162067254,Australia,X,Australia,Australia,AUS,Swimming,SWM,,"['WOODWARD Bradley', 'WILLIAMSON Sam', 'THROSSELL Brianna', 'JACK Shayna']",,"['1946155', '1946224', 'A129231141123', '1946227']",4.0,,
T177215118232,People's Republic of China,M,China,People's Republic of China,CHN,Swimming,SWM,,"['XU Jiayu', 'QIN Haiyang', 'WANG Changhao', 'PAN Zhanle']",,"['1945132', '1945128', '1945149', '1945148']",4.0,,
T178131014059,Australia,W,Australia,Australia,AUS,Swimming,SWM,,"['JACK Shayna', 'CAMPBELL Bronte', 'McKEON Emma', 'CAMPBELL Cate']",,"['1946227', 'A046240245098', '1946177', 'A081041118242']",4.0,,
T179016191120,Australia,M,Australia,Australia,AUS,Swimming,SWM,,"['KLIM Michael', 'FYDLER Chris', 'CALLUS Ashley', 'THORPE Ian']",,"['A009253078226', 'A245229041065', 'A091152255051', 'A132211039088']",4.0,,
T179170112181,New Zealand,M,New Zealand,New Zealand,NZL,Rowing,ROW,Men's Pair,"['MURRAY Eric', 'BOND Hamish']",,"['A148025209177', 'A008189025233']",2.0,,
T180005075132,Australia,W,Australia,Australia,AUS,Swimming,SWM,,"[""O'CALLAGHAN Mollie"", 'JACK Shayna', 'THROSSELL Brianna', 'TITMUS Ariarne']",,"['1946218', '1946227', 'A129231141123', '1946150']",4.0,,
T180082238036,Australia,W,Australia,Australia,AUS,Swimming,SWM,,"['WILSON Madison', 'MELVERTON Kiah', ""O'CALLAGHAN Mollie"", 'TITMUS Ariarne']",,"['A055231182036', 'A082047227062', '1946218', '1946150']",4.0,,
T181050155106,MENG Guanliang / YANG Wenjun,M,China,People's Republic of China,CHN,Canoe Sprint,CSP,Men's Canoe Double 500m,"['MENG Guanliang', 'YANG Wenjun']",,"['A114110210042', 'A177211116153']",2.0,,
T182013107120,Australia,M,Australia,Australia,AUS,Swimming,SWM,,"['KOWALSKI Daniel', 'THORPE Ian', 'DUNN Matthew', 'KLIM Michael']",,"['A066241061197', 'A132211039088', 'A211164197017', 'A009253078226']",4.0,,
T182159012196,Romania,W,Romania,Romania,ROU,Rowing,ROW,Women's Eight,"['BEJINARIU Viviana', 'DRUNCEA Daniela', 'DEDU Georgiana', 'BERES Madalina', 'BERES Amalia', 'LEHACI Maria', 'RUSU Maria Magdalena', 'VRINCEANU Ioana', 'TILVESCU Denisa']",,"['A198071138249', 'A031134164049', 'A198084163080', '1550298', '1550294', '1550437', '1550630', '1550789', '1550638']",9.0,,
T183042211129,Netherlands,M,Netherlands,Netherlands,NED,Swimming,SWM,,"['van WESTERING Kai', 'KAMMINGA Arno', 'KORSTANJE Nyls', 'PIJNENBURG Stan']",,"['1972550', '1972546', '1972542', 'A022028140251']",4.0,,
T183209174099,United States of America,W,United States,United States of America,USA,Swimming,SWM,,"['GEMMELL Erin', 'LEDECKY Katie', 'SIMS Bella', 'SHACKELL Alex']",,"['1935907', '1935938', 'A202167244056', '1935979']",4.0,,
T184186134220,Great Britain,X,Great Britain,Great Britain,GBR,Swimming,SWM,,"['DAWSON Kathleen', 'PEATY Adam', 'GUY James', 'ANDERSON Freya']",,"['1903545', '1956469', '1903552', 'A160158047194']",4.0,,
T185128006082,United States of America,W,United States,United States of America,USA,Swimming,SWM,,"['SMITH Regan', 'KING Lilly', 'DAHLIA Kelsi', 'MANUEL Simone']",,"['1935984', '1935932', 'A176222098002', '1935945']",4.0,,
T185180078216,United States of America,W,United States,United States of America,USA,Swimming,SWM,,"['SMITH Regan', 'JACOBY Lydia', 'HUSKE Torri', 'WEITZEIL Abbey']",,"['1935984', 'A224128087103', '1935923', 'A163179154190']",4.0,,
T186035252019,United States of America,X,United States,United States of America,USA,Swimming,SWM,,"['MURPHY Ryan', 'CORDES Kevin', 'STEWART Kendyl', 'NEAL Lia']",,"['1935957', 'A138062236037', 'A248100227128', 'A220102057082']",4.0,,
T186102254129,Italy,M,Italy,Italy,ITA,Swimming,SWM,,"['MIRESSI Alessandro', 'ZAZZERI Lorenzo', 'CONTE Bonin Paolo', 'FRIGO Manuel']",,"['1925636', '1925669', 'A041123248212', 'A132108172158']",4.0,,
T186119241049,New Zealand,W,New Zealand,New Zealand,NZL,Swimming,SWM,,"['THOMAS Eve', 'FAIRWEATHER Erika', 'OSBORNE Summer', 'TRANSOM Laticia-Leigh']",,"['1940003', '1940014', 'A230168248209', 'A105048119053']",4.0,,
T187154083112,United States of America,M,United States,United States of America,USA,Swimming,SWM,,"['PHELPS Michael', 'LOCHTE Ryan', 'BERENS Richard', 'VANDERKAAY Peter']",,"['A058159120057', 'A178191113142', 'A160201175025', 'A036202226007']",4.0,,
T188255247159,United States of America,X,United States,United States of America,USA,Swimming,SWM,,"['GREVERS Matt', 'KING Lilly', 'DRESSEL Caeleb', 'MANUEL Simone']",,"['A213078208218', '1935932', '1935896', '1935945']",4.0,,
T189119064069,United States of America,M,United States,United States of America,USA,Swimming,SWM,,"['PEIRSOL Aaron', 'SHANTEAU Eric', 'PHELPS Michael', 'WALTERS David']",,"['A083110062053', 'A228222129157', 'A058159120057', 'A158032245251']",4.0,,
T190092002110,Denmark,W,Denmark,Denmark,DEN,Swimming,SWM,,"['EBBESEN Elisabeth', 'BRO Signe', 'JENSEN Julie Kepp', 'TABOR Schastine']",,"['A205039203030', 'A094068105109', '1893076', 'A252086234179']",4.0,,
T190186209138,Great Britain,W,Great Britain,Great Britain,GBR,Swimming,SWM,,"['COLBERT Freya Constance', 'WOOD Abbie', 'HOPE Lucy', 'HARRIS Medi Eira']",,"['1903541', '1903630', 'A212168234063', '1903554']",4.0,,
T191201107174,Great Britain,W,Great Britain,Great Britain,GBR,Rowing,ROW,Lightweight Women's Double Sculls,"['CRAIG Emily', 'GRANT Imogen']",,"['1901048', '1901071']",2.0,,
T193026024173,Great Britain,M,Great Britain,Great Britain,GBR,Swimming,SWM,,"['SCOTT Duncan', 'RICHARDS Matthew', 'GUY James', 'DEAN Tom']",,"['1903621', '1903617', '1903552', '1903546']",4.0,,
T196095020070,Lithuania,M,Lithuania,Lithuania,LTU,Swimming,SWM,,"['NAVIKONIS Tomas', 'LUKMINAS Tomas', 'TREPOCKA Kristupas', 'RAPSYS Danas']",,"['A002043086172', 'A050195158190', 'A037215200171', '1949673']",4.0,,
T196196115151,People's Republic of China,W,China,People's Republic of China,CHN,Swimming,SWM,,"['SUN Mingxia', 'TANG Qianting', 'YU Yiting', 'AI Yanhan']",,"['A209144107137', '1945200', '1945164', 'A249010086046']",4.0,,
T197028067226,Republic of Korea,M,Korea,Republic of Korea,KOR,Swimming,SWM,,"['LEE Hojoon', 'LEE Yooyeon', 'KIM Woomin', 'HWANG Sunwoo']",,"['A160105237070', 'A198050055235', 'A076173149064', '1901612']",4.0,,
T197064043186,France,M,France,France,FRA,Swimming,SWM,,"['LEVEAUX Amaury', 'GILOT Fabien', 'BOUSQUET Frederick', 'BERNARD Alain']",,"['A031200236076', 'A189113070134', 'A167100030168', 'A008117173042']",4.0,,
T197121211099,Great Britain,M,Great Britain,Great Britain,GBR,Swimming,SWM,,"['RICHARDS Matthew', 'WHITTLE Jacob Henry', 'DEAN Tom', 'SCOTT Duncan']",,"['1903617', '1903627', '1903546', '1903621']",4.0,,
T197192199178,Australia,W,Australia,Australia,AUS,Swimming,SWM,,"['McKEOWN Kaylee', 'HODGES Chelsea', 'McKEON Emma', 'CAMPBELL Cate']",,"['1946198', 'A254248068097', '1946177', 'A081041118242']",4.0,,
T200208094172,United States of America,M,United States,United States of America,USA,Swimming,SWM,,"['DRESSEL Caeleb', 'HELD Ryan', 'RESS Justin', 'CURRY Brooks']",,"['1935896', 'A159034078254', 'A110075104077', 'A000104052206']",4.0,,
T204026223054,United States of America,W,United States,United States of America,USA,Swimming,SWM,,"['SCHMITT Allison', 'MADDEN Paige', 'McLAUGHLIN Katie', 'LEDECKY Katie']",,"['A014073144233', '1935943', 'A200181033207', '1935938']",4.0,,
T204027239107,South Africa,W,South Africa,South Africa,RSA,Swimming,SWM,,"['CANNY Aimee', 'CHELIUS Emma', 'GALLAGHER Erin', 'MEDER Rebecca']",,"['1962576', 'A187179160121', '1962583', '1962582']",4.0,,
T204216145015,United States of America,X,United States,United States of America,USA,Swimming,SWM,,"['GREVERS Matt', 'KING Lilly', 'DRESSEL Caeleb', 'MANUEL Simone']",,"['A213078208218', '1935932', '1935896', '1935945']",4.0,,
T207042251035,People's Republic of China,W,China,People's Republic of China,CHN,Swimming,SWM,,"['YANG Junxuan', 'TANG Muhan', 'ZHANG Yufei', 'LI Bingjie']",,"['1945159', 'A165186157200', '1945125', '1945169']",4.0,,
T210060000005,United States of America,M,United States,United States of America,USA,Swimming,SWM,,"['PHELPS Michael', 'LOCHTE Ryan', 'BERENS Richard', 'VANDERKAAY Peter']",,"['A058159120057', 'A178191113142', 'A160201175025', 'A036202226007']",4.0,,
T210070222027,South Africa,M,South Africa,South Africa,RSA,Swimming,SWM,,"['BASSON Jean', 'TOWNSEND Darian', 'VENTER Jan', 'ROUSSEAU Sebastien']",,"['A181207103007', 'A061089220080', 'A190103043191', 'A054215105002']",4.0,,
T211255218208,People's Republic of China,X,China,People's Republic of China,CHN,Swimming,SWM,,"['XU Jiayu', 'QIN Haiyang', 'ZHANG Yufei', 'YANG Junxuan']",,"['1945132', '1945128', '1945125', '1945159']",4.0,,
T212055046088,Australia,W,Australia,Australia,AUS,Swimming,SWM,,"['McKEON Emma', 'ELMSLIE Brittany', 'CAMPBELL Bronte', 'CAMPBELL Cate']",,"['1946177', 'A024239122245', 'A046240245098', 'A081041118242']",4.0,,
T215142183070,KOROVASHKOV Alexey / SHTYL Ivan,M,Russian Federation,Russian Federation,RUS,Canoe Sprint,CSP,Men's Canoe Double 500m,"['KOROVASHKOV Alexey', 'SHTYL Ivan']",,"['A071124236088', 'A107060123130']",2.0,,
T216012230223,People's Republic of China,W,China,People's Republic of China,CHN,Swimming,SWM,,"['AI Yanhan', 'GONG Zhenqi', 'LI Bingjie', 'YANG Peiqi']",,"['A249010086046', 'A209242020042', '1945169', 'A182126172133']",4.0,,
T216014106137,South Africa,M,South Africa,South Africa,RSA,Swimming,SWM,,"['SCHOEMAN Roland', 'FERNS Lyndon', 'TOWNSEND Darian', 'NEETHLING Ryk']",,"['A064117133009', 'A223242032146', 'A061089220080', 'A124032204008']",4.0,,
T216092071169,United States of America,M,United States,United States of America,USA,Swimming,SWM,,"['DWYER Conor', 'HAAS Townley', 'LOCHTE Ryan', 'PHELPS Michael']",,"['A090191183116', 'A216123016057', 'A178191113142', 'A058159120057']",4.0,,
T217136143024,Netherlands,M,Netherlands,Netherlands,NED,Rowing,ROW,Men's Quadruple Sculls,"['WIETEN Tone', 'METSEMAKERS Koen', 'WIERSMA Abe', 'UITTENBOGAARD Dirk']",,"['1965586', '1965584', 'A149010233192', 'A198162164171']",4.0,,
T217151129191,Australia,W,Australia,Australia,AUS,Swimming,SWM,,"['CAMPBELL Bronte', 'SCHLANGER Melanie', 'McKEON Emma', 'CAMPBELL Cate']",,"['A046240245098', 'A225005102092', '1946177', 'A081041118242']",4.0,,
T217177120018,United States of America,M,United States,United States of America,USA,Swimming,SWM,,"['PHELPS Michael', 'LOCHTE Ryan', 'KELLER Klete', 'VANDERKAAY Peter']",,"['A058159120057', 'A178191113142', 'A122174045237', 'A036202226007']",4.0,,
T218022032195,Russian Federation,M,Russian Federation,Russian Federation,RUS,Swimming,SWM,,"['LOBINTSEV Nikita', 'POLISHCHUK Mikhail', 'IZOTOV Danila', 'SUKHORUKOV Alexander']",,"['A154045214031', 'A068001164108', 'A201034207184', 'A158211185063']",4.0,,
T218038013073,Netherlands,W,Netherlands,Netherlands,NED,Swimming,SWM,,"['BUSCH Kim', 'van KOOTEN Janna', 'TOUSSAINT Kira', 'STEENBERGEN Marrit']",,"['1972519', 'A212113098055', '1972526', '1972522']",4.0,,
T218120199207,Republic of Korea,X,Korea,Republic of Korea,KOR,Archery,ARC,,"['LEE Wooseok', 'KANG Chaeyoung']",,"['1902144', 'A077048168071']",2.0,,
T218141014095,VINCENT-LAPOINTE Laurence / VINCENT Katie,W,Canada,Canada,CAN,Canoe Sprint,CSP,Women's Canoe Double 500m,"['VINCENT-LAPOINTE Laurence', 'VINCENT Katie']",,"['A074150176180', '1964547']",2.0,,
T220064210078,Canada,W,Canada,Canada,CAN,Swimming,SWM,,"['SMITH Rebecca', 'FOURNIER Sarah', 'SAVARD Katerine', 'RUCK Taylor']",,"['1967108', 'A227086059007', 'A074166065029', '1967084']",4.0,,
T221144098126,United States of America,M,United States,United States of America,USA,Swimming,SWM,,"['ADRIAN Nathan', 'JONES Cullen', 'WILDMAN-TOBRINER Ben', 'GREVERS Matt']",,"['A119081160027', 'A159208016053', 'A228002175119', 'A213078208218']",4.0,,
T221255160105,United States of America,M,United States,United States of America,USA,Swimming,SWM,,"['MURPHY Ryan', 'ANDREW Michael', 'DRESSEL Caeleb', 'le APP Zach']",,"['1935957', 'A098121225180', '1935896', 'A142232032212']",4.0,,
T222244021165,People's Republic of China,X,China,People's Republic of China,CHN,Shooting,SHO,,"['HUANG Yuting', 'SHENG Lihao']",,"['1913945', '1913899']",2.0,,
T223096066167,United States of America,X,United States,United States of America,USA,Shooting,SHO,,"['HANCOCK Vincent', 'SMITH Austen Jewell']",,"['1944354', '1944397']",2.0,,
T224085015032,Australia,X,Australia,Australia,AUS,Swimming,SWM,,"['LARKIN Mitchell', 'PACKARD Jake', 'McKEON Emma', 'CAMPBELL Cate']",,"['A227013047004', 'A172198217096', '1946177', 'A081041118242']",4.0,,
T225095247005,United States of America,M,United States,United States of America,USA,Swimming,SWM,,"['ROUSE Jeff', 'DIEBEL Nelson', 'MORALES Pablo', 'OLSEN Jon']",,"['A009071095152', 'A083227011103', 'A024252082070', 'A235067183146']",4.0,,
T226131186151,Australia,M,Australia,Australia,AUS,Swimming,SWM,,"['DELANEY Ashley', 'RICKARD Brenton', 'LAUTERSTEIN Andrew', 'TARGETT Matthew']",,"['A221066229066', 'A014186191249', 'A174033044169', 'A196124223115']",4.0,,
T226159240093,People's Republic of China,W,China,People's Republic of China,CHN,Swimming,SWM,,"['YANG Junxuan', 'TANG Muhan', 'ZHANG Yufei', 'LI Bingjie']",,"['1945159', 'A165186157200', '1945125', '1945169']",4.0,,
T226192081090,India,X,India,India,IND,Shooting,SHO,,"['RAJU Narmada Nithin', 'PATIL Rudrankksh Balasaheb']",,"['A036175186183', 'A102146055101']",2.0,,
T227166195031,United States of America,W,United States,United States of America,USA,Swimming,SWM,,"['COMERFORD Mallory', 'WEITZEIL Abbey', 'DAHLIA Kelsi', 'MANUEL Simone']",,"['A072044045224', 'A163179154190', 'A176222098002', '1935945']",4.0,,
T227227075171,People's Republic of China,W,China,People's Republic of China,CHN,Swimming,SWM,,"['WANG Xueer', 'YE Shiwen', 'YU Yiting', 'WU Qingfeng']",,"['1945157', '1945214', '1945164', '1945206']",4.0,,
T228006119010,United States of America,M,United States,United States of America,USA,Swimming,SWM,,"['GREVERS Matt', 'CORDES Kevin', 'DRESSEL Caeleb', 'ADRIAN Nathan']",,"['A213078208218', 'A138062236037', '1935896', 'A119081160027']",4.0,,
T228010157078,Australia,W,Australia,Australia,AUS,Swimming,SWM,,"['McKEOWN Kaylee', 'HODGES Chelsea', 'McKEON Emma', 'CAMPBELL Cate']",,"['1946198', 'A254248068097', '1946177', 'A081041118242']",4.0,,
T228211081171,Germany,W,Germany,Germany,GER,Swimming,SWM,,"['DALLMANN Petra', 'GOETZ Daniela', 'STEFFEN Britta', 'LIEBS Annika']",,"['A043246123008', 'A011216034104', 'A102150076201', 'A211230168063']",4.0,,
T229196244224,India,X,India,India,IND,Shooting,SHO,,"['BHAKER Manu', 'SAURABH Chaudhary']",,"['1538159', 'A199202244152']",2.0,,
T231142178065,United States of America,X,United States,United States of America,USA,Swimming,SWM,,"['ARMSTRONG Hunter', 'FINK Nic', 'HUSKE Torri', 'CURZAN Claire']",,"['1935871', '1935901', '1935923', 'A239167219148']",4.0,,
T231254107028,People's Republic of China,X,China,People's Republic of China,CHN,Swimming,SWM,,"['XU Jiayu', 'YAN Zibei', 'ZHANG Yufei', 'YANG Junxuan']",,"['1945132', 'A119113234225', '1945125', '1945159']",4.0,,
T232052083063,United States of America,W,United States,United States of America,USA,Swimming,SWM,,"['FRANKLIN Missy', 'SONI Rebecca', 'VOLLMER Dana', 'SCHMITT Allison']",,"['A013112022048', 'A012146178249', 'A037213060178', 'A014073144233']",4.0,,
T234067164063,United States of America,M,United States,United States of America,USA,Swimming,SWM,,"['DRESSEL Caeleb', 'PIERONI Blake', 'le APP Zach', 'ADRIAN Nathan']",,"['1935896', 'A007103221048', 'A142232032212', 'A119081160027']",4.0,,
T235250241164,Croatia,M,Croatia,Croatia,CRO,Rowing,ROW,Men's Double Sculls,"['SINKOVIC Valent', 'SINKOVIC Martin']",,"['1921490', '1916685']",2.0,,
T236149232187,United States of America,M,United States,United States of America,USA,Swimming,SWM,,"['MURPHY Ryan', 'MILLER Cody', 'PHELPS Michael', 'ADRIAN Nathan']",,"['1935957', 'A004161042038', 'A058159120057', 'A119081160027']",4.0,,
T237004209070,Russian Federation,M,Russian Federation,Russian Federation,RUS,Swimming,SWM,,"['LIFINTSEV Miron', 'PRIGODA Kirill', 'SHEVLIAKOV Roman', 'KORNEV Egor']",,"['A211230195176', 'A096000250079', 'A124076231199', 'A023244251108']",4.0,,
T239108182176,Netherlands,W,Netherlands,Netherlands,NED,Swimming,SWM,,"['DEKKER Inge', 'KROMOWIDJOJO Ranomi', 'HEEMSKERK Femke', 'VELDHUIS Magdalena']",,"['A167210043023', 'A021086173153', 'A099009248075', 'A120063251093']",4.0,,
T239136002118,Poland,W,Poland,Poland,POL,Canoe Sprint,CSP,Women's Kayak Four 500m,"['WALCZYKIEWICZ Marta', 'KONIECZNA Aneta', 'NAJA Karolina', 'MIKOLAJCZYK Beata']",,"['A057172143101', 'A215162238073', '1942579', 'A116163126199']",4.0,,
T240145002027,Republic of Korea,M,Korea,Republic of Korea,KOR,Archery,ARC,,"['KIM Bubmin', 'IM Dong Hyun', 'OH Jinhyek']",,"['A035194064073', 'A106069046171', 'A159010240212']",3.0,,
T240229054098,Australia,W,Australia,Australia,AUS,Swimming,SWM,,"['CAMPBELL Bronte', 'SCHLANGER Melanie', 'McKEON Emma', 'CAMPBELL Cate']",,"['A046240245098', 'A225005102092', '1946177', 'A081041118242']",4.0,,
T241054177157,United States of America,M,United States,United States of America,USA,Swimming,SWM,,"['KING Matt', 'CASAS Shaine', 'HOBSON Luke', 'FOSTER Carson']",,"['A119243164133', '1935882', '1935918', '1935903']",4.0,,
T241090199113,Republic of Korea,M,Korea,Republic of Korea,KOR,Archery,ARC,,"['KIM Bubmin', 'IM Dong Hyun', 'OH Jinhyek']",,"['A035194064073', 'A106069046171', 'A159010240212']",3.0,,
T241211162236,Italy,M,Italy,Italy,ITA,Swimming,SWM,,"['ZAZZERI Lorenzo', 'CONTE Bonin Paolo', 'DEPLANO Leonardo', 'MIRESSI Alessandro']",,"['1925669', 'A041123248212', '1925681', '1925636']",4.0,,
T241222252249,Great Britain,X,Great Britain,Great Britain,GBR,Swimming,SWM,,"['DAWSON Kathleen', 'PEATY Adam', 'GUY James', 'HOPKIN Anna']",,"['1903545', '1956469', '1903552', '1903557']",4.0,,
T242000170096,People's Republic of China,X,China,People's Republic of China,CHN,Shooting,SHO,,"['YANG Qian', 'YANG Haoran']",,"['A169155104049', 'A128058107187']",2.0,,
T242075099067,Great Britain,M,Great Britain,Great Britain,GBR,Swimming,SWM,,"['GREENBANK Luke', 'PEATY Adam', 'GUY James', 'SCOTT Duncan']",,"['1903550', '1956469', '1903552', '1903621']",4.0,,
T242254057065,Italy,M,Italy,Italy,ITA,Cycling Track,CTR,,"['GANNA Filippo', 'LAMON Francesco', 'MILAN Jonathan', 'CONSONNI Simone']",,"['A144080207027', '1923517', '1923529', '1923518']",4.0,,
T243053252043,Italy,M,Italy,Italy,ITA,Cycling Track,CTR,,"['CONSONNI Simone', 'GANNA Filippo', 'LAMON Francesco', 'MILAN Jonathan']",,"['1923518', 'A144080207027', '1923517', '1923529']",4.0,,
T243153023105,United States of America,M,United States,United States of America,USA,Swimming,SWM,,"['DRESSEL Caeleb', 'PHELPS Michael', 'HELD Ryan', 'ADRIAN Nathan']",,"['1935896', 'A058159120057', 'A159034078254', 'A119081160027']",4.0,,
T243187227111,Australia,W,Australia,Australia,AUS,Swimming,SWM,,"[""O'CALLAGHAN Mollie"", 'HARKIN Abbey', 'THROSSELL Brianna', 'JACK Shayna']",,"['1946218', 'A078109219032', 'A129231141123', '1946227']",4.0,,
T244008189081,Serbia,M,Serbia,Serbia,SRB,Swimming,SWM,,"['STJEPANOVIC Velimir', 'ACIN Nikola', 'CVETKOV Justin', 'BARNA Andrej']",,"['1949301', 'A225159136145', 'A096211050102', '1949294']",4.0,,
T244157063110,United States of America,M,United States,United States of America,USA,Swimming,SWM,,"['CAVANAUGH Chris', 'HEATH Mike', 'di BION Matt', 'GAINES Rowdy']",,"['A093036215171', 'A121240150157', 'A151014095024', 'A141198247047']",4.0,,
T245049147179,United States of America,M,United States,United States of America,USA,Swimming,SWM,,"['MURPHY Ryan', 'ANDREW Michael', 'DRESSEL Caeleb', 'le APP Zach']",,"['1935957', 'A098121225180', '1935896', 'A142232032212']",4.0,,
T245225170159,Italy,W,Italy,Italy,ITA,Swimming,SWM,,"['SCALIA Silvia', 'CASTIGLIONI Arianna', 'COCCONCELLI Costanza', 'TARANTINO Chiara']",,"['A090212081177', 'A243159200221', '1925725', 'A033071191211']",4.0,,
T245241122029,United States of America,M,United States,United States of America,USA,Swimming,SWM,,"['PEIRSOL Aaron', 'HANSEN Brendan', 'CROCKER Ian', 'LEZAK Jason']",,"['A083110062053', 'A069156071080', 'A163079108044', 'A158011114100']",4.0,,
T246010078220,United States of America,W,United States,United States of America,USA,Swimming,SWM,,"['MANUEL Simone', 'LEDECKY Katie', 'MARGALIS Melanie', 'McLAUGHLIN Katie']",,"['1935945', '1935938', 'A191151010042', 'A200181033207']",4.0,,
T246128120147,Kuwait,X,Kuwait,Kuwait,KUW,Shooting,SHO,,"['AL SHAMAA Eman', 'ALRASHIDI Abdullah']",,"['A166133200008', 'A018172213114']",2.0,,
T246191162159,New Zealand,W,New Zealand,New Zealand,NZL,Rowing,ROW,Women's Four,"['PRENDERGAST Grace', 'PRATT Kayla', 'WILLIAMS Kerri', 'BEVAN Kelsey']",,"['A243226213058', 'A250117078003', '1926999', 'A110013141021']",4.0,,
T246209147071,India,X,India,India,IND,Shooting,SHO,,"['BHAKER Manu', 'SAURABH Chaudhary']",,"['1538159', 'A199202244152']",2.0,,
T246234046059,United States of America,M,United States,United States of America,USA,Swimming,SWM,,"['PEIRSOL Aaron', 'HANSEN Brendan', 'CROCKER Ian', 'LEZAK Jason']",,"['A083110062053', 'A069156071080', 'A163079108044', 'A158011114100']",4.0,,
T247150124139,United States of America,M,United States,United States of America,USA,Swimming,SWM,,"['ARMSTRONG Hunter', 'FINK Nic', 'HARTING Zach', 'KING Matt']",,"['1935871', '1935901', 'A054036106086', 'A119243164133']",4.0,,
T249015074213,Great Britain,X,Great Britain,Great Britain,GBR,Swimming,SWM,,"['WALKER-HEBBORN Chris', 'PEATY Adam', 'LOWE Jemma', 'HALSALL Fran']",,"['A078080204160', '1956469', 'A095224171247', 'A017172023054']",4.0,,
T249049140097,People's Republic of China,X,China,People's Republic of China,CHN,Swimming,SWM,,"['XU Jiayu', 'QIN Haiyang', 'ZHANG Yufei', 'CHENG Yujie']",,"['1945132', '1945128', '1945125', 'A193120167173']",4.0,,
T249066122070,United States of America,M,United States,United States of America,USA,Swimming,SWM,,"['ROUSE Jeff', 'LINN Jeremy', 'HENDERSON Mark', 'HALL Gary Jr.']",,"['A009071095152', 'A215004066103', 'A208038167207', 'A128242215178']",4.0,,
T251084043155,United States of America,M,United States,United States of America,USA,Swimming,SWM,,"['PEIRSOL Aaron', 'HANSEN Brendan', 'PHELPS Michael', 'LEZAK Jason']",,"['A083110062053', 'A069156071080', 'A058159120057', 'A158011114100']",4.0,,
T251234141132,United States of America,M,United States,United States of America,USA,Swimming,SWM,,"['PHELPS Michael', 'le WEBER-GA Garrett', 'JONES Cullen', 'LEZAK Jason']",,"['A058159120057', 'A038206120003', 'A159208016053', 'A158011114100']",4.0,,
T251237025181,People's Republic of China,W,China,People's Republic of China,CHN,Swimming,SWM,,"['LI Bingjie', 'GE Chutong', 'CHENG Yujie', 'LIU Yaxin']",,"['1945169', 'A148153110245', 'A193120167173', '1945223']",4.0,,
T253093211118,Russian Federation,M,Russian Federation,Russian Federation,RUS,Swimming,SWM,,"['LAGUNOV Evgeny', 'GRECHIN Andrey', 'IZOTOV Danila', 'SUKHORUKOV Alexander']",,"['A205170036174', 'A122075111041', 'A201034207184', 'A158211185063']",4.0,,
T254025182131,Germany,W,Germany,Germany,GER,Swimming,SWM,,"['DALLMANN Petra', 'SAMULSKI Daniela', 'STEFFEN Britta', 'LIEBS Annika']",,"['A043246123008', 'A062144028008', 'A102150076201', 'A211230168063']",4.0,,
T254078068205,United States of America,W,United States,United States of America,USA,Swimming,SWM,,"['SMITH Regan', 'KING Lilly', 'DAHLIA Kelsi', 'MANUEL Simone']",,"['1935984', '1935932', 'A176222098002', '1935945']",4.0,,
T255047189153,United States of America,M,United States,United States of America,USA,Swimming,SWM,,"['JACOBS Christopher', 'DALBEY Troy', 'JAGER Tom', 'di BION Matt']",,"['A083019243050', 'A088203238003', 'A209084004049', 'A151014095024']",4.0,,
T80212896,Great Britain,M,Great Britain,Great Britain,GBR,Athletics,ATH,,"['BAULCH Jamie', 'RICHARDSON Mark', 'BLACK Roger', 'THOMAS Iwan']",,"['A14188492', 'A14190587', 'A14188574', 'A14190983']",4.0,,
T80214279,Australia,W,Australia,Australia,AUS,Athletics,ATH,,"['MANOU Tamsyn', 'PERIS-KNEEBONE Nova', 'GAINSFORD Melinda', 'FREEMAN Cathy']",,"['A14271772', 'A14271480', 'A14272084', 'A14272094']",4.0,,
T80214289,Nigeria,W,Nigeria,Nigeria,NGR,Athletics,ATH,,"['AFOLABI Olabisi', 'OPARA Charity', 'YUSUF Fatimat', 'OGUNKOYA-OSHEKU Falilat']",,"['A14292322', 'A14292503', 'A14292537', 'A14292474']",4.0,,
T80214643,United States of America,M,United States,United States of America,USA,Athletics,ATH,,"['WATTS Quincy', 'VALMON Andrew', 'REYNOLDS Butch', 'JOHNSON Michael']",,"['A14254412', 'A14253719', 'A14249424', 'A14242187']",4.0,,
